Subj,List,BLOCK,TRIAL,SET,LC,CatNumber,Category,PicID,TARGET,Response,Accuracy,RT
4,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,807
4,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,681
4,5,1,3,1,UnRel,4,musical instruments,drum.png,Fente,Fente,1,677
4,5,1,4,1,CRel,7,transportation,train.png,Melg,Melg,1,757
4,5,1,5,1,UnRel,14,electronic devices,printer.png,Jersch,Jersch,1,715
4,5,1,6,3,UnRel,2,tools,ax.png,Flipse,Flipse,1,824
4,5,1,7,3,CRel,10,clothes,coat.png,Dilpe,Dilpe,1,979
4,5,1,8,2,UnRel,13,insects,beetle.png,Lember,Lember,1,866
4,5,1,9,3,UnRel,8,human head,ear.png,Glutz,Glutz,1,920
4,5,1,10,1,CRel,7,transportation,bus.png,Jorn,Jorn,1,832
4,5,1,11,2,CRel,3,vegetables,tomato.png,Schinz,Schinz,1,1532
4,5,1,12,3,CRel,10,clothes,trousers.png,Glienst,Glienst,1,712
4,5,2,13,2,UnRel,12,shapes,trapeze.png,Quippe,Quippe,1,685
4,5,2,14,2,UnRel,9,drinks,milk.png,Bift,Bift,1,782
4,5,2,15,1,CRel,7,transportation,ship.png,Pramme,Pramme,1,819
4,5,2,16,2,CRel,3,vegetables,potato.png,Rullner,Rullner,1,723
4,5,2,17,3,CRel,10,clothes,skirt.png,Huspel,Huspel,1,916
4,5,2,18,1,UnRel,1,animals,horse.png,Rafke,Rafke,1,585
4,5,2,19,3,UnRel,5,fruit,banana.png,Limme,Limme,1,757
4,5,2,20,1,CRel,7,transportation,car.png,Wefer,Wefer,1,694
4,5,2,21,1,UnRel,15,plants,moss.png,Zwilk,Zwilk,1,1121
4,5,2,22,2,CRel,3,vegetables,cucumber.png,Lepf,Lepf,1,769
4,5,2,23,3,UnRel,11,tableware,glass.png,Randel,Randel,1,803
4,5,2,24,2,UnRel,6,furniture,cupboard.png,Gremt,Gremt,1,948
5,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,832
5,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,853
5,5,1,3,1,UnRel,4,musical instruments,drum.png,Fente,Fente,1,698
5,5,1,4,1,CRel,7,transportation,train.png,Melg,Melg,1,815
5,5,1,5,1,UnRel,14,electronic devices,printer.png,Jersch,Jersch,1,677
5,5,1,6,3,UnRel,2,tools,ax.png,Flipse,Flipse,1,824
5,5,1,7,3,CRel,10,clothes,coat.png,Dilpe,Dilpe,1,1654
5,5,1,8,2,UnRel,13,insects,beetle.png,Lember,Lember,1,744
5,5,1,9,3,UnRel,8,human head,ear.png,Glutz,Glutz,1,798
5,5,1,10,1,CRel,7,transportation,bus.png,Jorn,Jorn,1,819
5,5,1,11,2,CRel,3,vegetables,tomato.png,Schinz,Schinz,1,811
5,5,1,12,3,CRel,10,clothes,trousers.png,Glienst,Glienst,1,602
5,5,2,13,2,UnRel,12,shapes,trapeze.png,Quippe,Quippe,1,828
5,5,2,14,2,UnRel,9,drinks,milk.png,Bift,Bift,1,849
5,5,2,15,1,CRel,7,transportation,ship.png,Pramme,Pramme,1,757
5,5,2,16,2,CRel,3,vegetables,potato.png,Rullner,Rullner,1,522
5,5,2,17,3,CRel,10,clothes,skirt.png,Huspel,Huspel,1,782
5,5,2,18,1,UnRel,1,animals,horse.png,Rafke,Rafke,1,908
5,5,2,19,3,UnRel,5,fruit,banana.png,Limme,Limme,1,782
5,5,2,20,1,CRel,7,transportation,car.png,Wefer,Wefer,1,752
5,5,2,21,1,UnRel,15,plants,moss.png,Zwilk,Zwilk,1,891
5,5,2,22,2,CRel,3,vegetables,cucumber.png,Lepf,Lepf,1,744
5,5,2,23,3,UnRel,11,tableware,glass.png,Randel,Randel,1,1000
5,5,2,24,2,UnRel,6,furniture,cupboard.png,Gremt,Gremt,1,769
6,3,1,1,2,UnRel,10,clothes,skirt.png,Huspel,Huspel,1,811
6,3,1,2,3,CRel,12,shapes,diamond.png,Brähme,Brähme,1,689
6,3,1,3,3,UnRel,1,animals,dog.png,Jasel,Jasel,1,484
6,3,1,4,1,CRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,673
6,3,1,5,2,CRel,15,plants,tree.png,Gille,Gille,1,606
6,3,1,6,2,UnRel,9,drinks,water.png,Dimst,Dimst,1,694
6,3,1,7,2,UnRel,6,furniture,bed.png,Kansche,Kansche,1,647
6,3,1,8,1,UnRel,5,fruit,pear.png,Nork,Nork,1,761
6,3,1,9,1,CRel,14,electronic devices,camera.png,Zolge,Zolge,1,782
6,3,1,10,2,CRel,15,plants,moss.png,Zwilk,Zwilk,1,752
6,3,1,11,3,CRel,12,shapes,trapeze.png,Quippe,Quippe,1,857
6,3,1,12,2,UnRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,619
6,3,2,13,3,UnRel,3,vegetables,potato.png,Rullner,Rullner,1,727
6,3,2,14,3,UnRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,606
6,3,2,15,2,CRel,15,plants,cactus.png,Derg,Derg,1,694
6,3,2,16,1,UnRel,7,transportation,ship.png,Pramme,Pramme,1,706
6,3,2,17,1,CRel,14,electronic devices,computer.png,Merst,Merst,1,656
6,3,2,18,3,UnRel,11,tableware,cup.png,Knirs,Knirs,1,769
6,3,2,19,3,CRel,12,shapes,circle.png,Trulf,Trulf,1,1230
6,3,2,20,2,CRel,15,plants,flower.png,Milster,Milster,1,748
6,3,2,21,1,UnRel,8,human head,mouth.png,Zürme,Zürme,1,786
6,3,2,22,1,CRel,14,electronic devices,printer.png,Jersch,Jersch,1,807
6,3,2,23,1,UnRel,2,tools,saw.png,Klüffe,Klü...Klüffe,0,719
6,3,2,24,3,CRel,12,shapes,star.png,Prals,Prals,1,1190
8,4,1,1,2,CRel,6,furniture,chair.png,Berne,Berne,1,1172
8,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,706
8,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,773
8,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,949
8,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,798
8,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,673
8,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,727
8,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,752
8,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,1038
8,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,1105
8,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,1214
8,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,833
8,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,815
8,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,757
8,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,777
8,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,1256
8,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Grempt,0,2514
8,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,1499
8,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,903
8,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,1042
8,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,979
8,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,2325
8,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,983
8,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,712
9,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,1168
9,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,866
9,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,878
9,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,845
9,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,1021
9,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,874
9,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,920
9,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,786
9,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,1348
9,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,899
9,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,887
9,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,960
9,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,1708
9,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,845
9,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,769
9,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,924
9,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,1147
9,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,1230
9,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,1075
9,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,1058
9,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,836
9,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,903
9,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,954
9,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,879
10,4,1,1,2,CRel,6,furniture,chair.png,Berne,Berne,1,773
10,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,736
10,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,778
10,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,660
10,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,656
10,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,685
10,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,1398
10,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,748
10,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,962
10,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,677
10,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,715
10,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,890
10,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,836
10,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,887
10,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,740
10,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,681
10,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Gremt,1,1071
10,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,773
10,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,757
10,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,1033
10,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,878
10,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,719
10,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,857
10,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,758
11,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,643
11,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,572
11,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,694
11,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,639
11,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,681
11,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,631
11,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,647
11,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,601
11,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,702
11,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,727
11,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,618
11,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,637
11,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,681
11,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,723
11,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,685
11,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,618
11,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,778
11,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,685
11,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,702
11,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,715
11,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,845
11,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,891
11,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,618
11,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,1265
12,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Gulpe,0,1268
12,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,740
12,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,1113
12,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,727
12,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,1054
12,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,1226
12,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,782
12,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Junn,0,1155
12,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,698
12,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,3612
12,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,1188
12,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,1951
12,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,2015
12,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,1079
12,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,937
12,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,1025
12,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,719
12,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,899
12,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,1298
12,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,1625
12,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,1214
12,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,NA,0,-1
12,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,941
12,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,2805
15,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,819
15,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,631
15,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,710
15,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,677
15,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jurt,0,1180
15,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,1478
15,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,933
15,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,962
15,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,660
15,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,1012
15,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,723
15,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,700
15,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,1071
15,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,744
15,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,757
15,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,639
15,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,916
15,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,752
15,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,815
15,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,740
15,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,752
15,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,819
15,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,891
15,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,746
16,4,1,1,2,CRel,6,furniture,chair.png,Berne,Berne,1,1289
16,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,740
16,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,1050
16,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,807
16,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,790
16,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,861
16,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,786
16,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,773
16,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,778
16,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,744
16,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,874
16,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,752
16,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,610
16,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,631
16,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,710
16,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,731
16,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Glemp...Grempt,0,811
16,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,1360
16,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,794
16,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,1516
16,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,1272
16,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,1012
16,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,836
16,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,787
17,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,736
17,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,606
17,5,1,3,1,UnRel,4,musical instruments,drum.png,Fente,Fente,1,589
17,5,1,4,1,CRel,7,transportation,train.png,Melg,Melg,1,870
17,5,1,5,1,UnRel,14,electronic devices,printer.png,Jersch,Jersch,1,610
17,5,1,6,3,UnRel,2,tools,ax.png,Flipse,Flipse,1,572
17,5,1,7,3,CRel,10,clothes,coat.png,Dilpe,Dilpe,1,677
17,5,1,8,2,UnRel,13,insects,beetle.png,Lember,Lember,1,580
17,5,1,9,3,UnRel,8,human head,ear.png,Glutz,Glutz,1,643
17,5,1,10,1,CRel,7,transportation,bus.png,Jorn,Jorn,1,958
17,5,1,11,2,CRel,3,vegetables,tomato.png,Schinz,Schinz,1,576
17,5,1,12,3,CRel,10,clothes,trousers.png,Glienst,Glienst,1,654
17,5,2,13,2,UnRel,12,shapes,trapeze.png,Quippe,Quippe,1,694
17,5,2,14,2,UnRel,9,drinks,milk.png,Bift,Bift,1,660
17,5,2,15,1,CRel,7,transportation,ship.png,Pramme,Pramme,1,685
17,5,2,16,2,CRel,3,vegetables,potato.png,Rullner,Rullner,1,610
17,5,2,17,3,CRel,10,clothes,skirt.png,Huspel,Huspel,1,681
17,5,2,18,1,UnRel,1,animals,horse.png,Rafke,Rafke,1,660
17,5,2,19,3,UnRel,5,fruit,banana.png,Limme,Limme,1,685
17,5,2,20,1,CRel,7,transportation,car.png,Wefer,Wefer,1,597
17,5,2,21,1,UnRel,15,plants,moss.png,Zwilk,Zwilk,1,664
17,5,2,22,2,CRel,3,vegetables,cucumber.png,Lepf,Lepf,1,668
17,5,2,23,3,UnRel,11,tableware,glass.png,Randel,Randel,1,627
17,5,2,24,2,UnRel,6,furniture,cupboard.png,Gremt,Gremt,1,740
20,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,1952
20,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,694
20,5,1,3,1,UnRel,4,musical instruments,drum.png,Fente,Fente,1,924
20,5,1,4,1,CRel,7,transportation,train.png,Melg,Melg,1,836
20,5,1,5,1,UnRel,14,electronic devices,printer.png,Jersch,Jersch,1,811
20,5,1,6,3,UnRel,2,tools,ax.png,Flipse,Flipse,1,1356
20,5,1,7,3,CRel,10,clothes,coat.png,Dilpe,Dilpe,1,819
20,5,1,8,2,UnRel,13,insects,beetle.png,Lember,Lember,1,819
20,5,1,9,3,UnRel,8,human head,ear.png,Glutz,Glutz,1,715
20,5,1,10,1,CRel,7,transportation,bus.png,Jorn,Jorn,1,819
20,5,1,11,2,CRel,3,vegetables,tomato.png,Schinz,Schinz,1,635
20,5,1,12,3,CRel,10,clothes,trousers.png,Glienst,Glienst,1,1156
20,5,2,13,2,UnRel,12,shapes,trapeze.png,Quippe,Quippe,1,736
20,5,2,14,2,UnRel,9,drinks,milk.png,Bift,Bift,1,857
20,5,2,15,1,CRel,7,transportation,ship.png,Pramme,Pramme,1,903
20,5,2,16,2,CRel,3,vegetables,potato.png,Rullner,Rullner,1,878
20,5,2,17,3,CRel,10,clothes,skirt.png,Huspel,Husch...Huspel,0,1109
20,5,2,18,1,UnRel,1,animals,horse.png,Rafke,Rafke,1,777
20,5,2,19,3,UnRel,5,fruit,banana.png,Limme,Limme,1,790
20,5,2,20,1,CRel,7,transportation,car.png,Wefer,Wefer,1,853
20,5,2,21,1,UnRel,15,plants,moss.png,Zwilk,Zwilk,1,1054
20,5,2,22,2,CRel,3,vegetables,cucumber.png,Lepf,Lepf,1,673
20,5,2,23,3,UnRel,11,tableware,glass.png,Randel,Randel,1,979
20,5,2,24,2,UnRel,6,furniture,cupboard.png,Gremt,Gremt,1,810
21,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,912
21,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,757
