Subj,List,BLOCK,TRIAL,SET,LC,CatNumber,Category,PicID,TARGET,Response,Accuracy,RT
60,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Gu....,0,2421
60,2,1,2,1,CRel,1,animals,cat.png,Marp,Merp,0,1457
60,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,971
60,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,998
60,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,926
60,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,1610
60,2,1,7,3,CRel,11,tableware,glass.png,Randel,Schrenge...Nicht,0,872
60,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,1191
60,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,935
60,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,2061
60,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,1381
60,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,1093
60,2,2,13,3,UnRel,6,furniture,chair.png,Berne,NA,0,-1
60,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zorn,0,1151
60,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,1061
60,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,998
60,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,1092
60,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,1209
60,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,1894
60,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,1245
60,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,1250
60,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,1827
60,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,876
60,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,963
61,3,1,1,2,UnRel,10,clothes,skirt.png,Huspel,Huspel,1,583
61,3,1,2,3,CRel,12,shapes,diamond.png,Brähme,Brähme,1,628
61,3,1,3,3,UnRel,1,animals,dog.png,Jasel,Jasel,1,587
61,3,1,4,1,CRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,596
61,3,1,5,2,CRel,15,plants,tree.png,Gille,Gille,1,669
61,3,1,6,2,UnRel,9,drinks,water.png,Dimst,Dimst,1,628
61,3,1,7,2,UnRel,6,furniture,bed.png,Kansche,Kansche,1,606
61,3,1,8,1,UnRel,5,fruit,pear.png,Nork,Nork,1,718
61,3,1,9,1,CRel,14,electronic devices,camera.png,Zolge,Zolge,1,664
61,3,1,10,2,CRel,15,plants,moss.png,Zwilk,Zwilk,1,637
61,3,1,11,3,CRel,12,shapes,trapeze.png,Quippe,Quippe,1,1010
61,3,1,12,2,UnRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,622
61,3,2,13,3,UnRel,3,vegetables,potato.png,Rullner,Rullner,1,623
61,3,2,14,3,UnRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,628
61,3,2,15,2,CRel,15,plants,cactus.png,Derg,Derg,1,601
61,3,2,16,1,UnRel,7,transportation,ship.png,Pramme,Pramme,1,583
61,3,2,17,1,CRel,14,electronic devices,computer.png,Merst,Merst,1,759
61,3,2,18,3,UnRel,11,tableware,cup.png,Knirs,Knirs,1,646
61,3,2,19,3,CRel,12,shapes,circle.png,Trulf,Trulf,1,741
61,3,2,20,2,CRel,15,plants,flower.png,Milster,Milster,1,578
61,3,2,21,1,UnRel,8,human head,mouth.png,Zürme,Zürme,1,637
61,3,2,22,1,CRel,14,electronic devices,printer.png,Jersch,Je...Jersch,0,686
61,3,2,23,1,UnRel,2,tools,saw.png,Klüffe,Klüffe,1,1376
61,3,2,24,3,CRel,12,shapes,star.png,Prals,Prals,1,895
62,4,1,1,2,CRel,6,furniture,chair.png,Berne,Rixt...Äh...Berne,0,1187
62,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,705
62,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,723
62,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,782
62,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,714
62,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,845
62,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,741
62,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,795
62,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,714
62,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,773
62,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,687
62,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,870
62,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,709
62,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,660
62,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,759
62,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,1034
62,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Gremt,1,1119
62,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,1543
62,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,750
62,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,867
62,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,480
62,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,615
62,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,1038
62,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,666
63,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,768
63,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,601
63,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,971
63,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,800
63,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,718
63,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,673
63,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,786
63,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,1052
63,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,678
63,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,858
63,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,755
63,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,1452
63,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,809
63,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,966
63,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,1002
63,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,840
63,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,840
63,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,930
63,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1133
63,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,1088
63,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,2254
63,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,741
63,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,791
63,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,759
64,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,795
64,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,737
64,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,746
64,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,777
64,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,700
64,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,804
64,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,804
64,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,691
64,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,750
64,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,849
64,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,899
64,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,703
64,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,664
64,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,723
64,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,1025
64,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,786
64,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,809
64,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,885
64,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1534
64,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,822
64,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,791
64,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,840
64,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,872
64,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,635
65,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,664
65,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,1079
65,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,1736
65,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,1002
65,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,759
65,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,867
65,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,764
65,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,755
65,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,894
65,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,953
65,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,840
65,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,845
65,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,718
65,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,926
65,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zor...,0,3480
65,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,800
65,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,777
65,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,768
65,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1169
65,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,876
65,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,732
65,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,903
65,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,863
65,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Schscholk,0,926
66,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,786
66,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,764
66,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,678
66,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,800
66,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,655
66,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,777
66,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,714
66,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,664
66,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,1038
66,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,1421
66,1,1,11,1,CRel,5,fruit,banana.png,Limme,Lii...Li...Limme,0,682
66,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,800
66,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,2052
66,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,660
66,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,1214
66,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,1948
66,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,727
66,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,773
66,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1273
66,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,872
66,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,764
66,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,741
66,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,890
66,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,951
67,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,746
67,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,678
67,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,818
67,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,682
67,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,628
67,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,1146
67,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,718
67,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,588
67,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,755
67,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,669
67,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,885
67,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,641
67,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,669
67,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,592
67,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,714
67,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,673
67,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,691
67,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,606
67,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,511
67,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,809
67,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,543
67,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,678
67,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,655
67,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,653
68,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,822
68,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,791
68,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,849
68,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,1016
68,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,903
68,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,1079
68,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,845
68,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,782
68,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,1191
68,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,1083
68,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,840
68,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,1000
68,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,921
68,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,746
68,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,2029
68,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,1331
68,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,822
68,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,809
68,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1354
68,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,962
68,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,764
68,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,854
68,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,1300
68,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,1000
69,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,1273
69,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,759
69,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,935
69,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,1133
69,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,845
69,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,1011
69,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,935
69,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,908
69,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,894
69,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,1444
69,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,836
69,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,858
69,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,930
69,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,764
69,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zurt...Zort,0,1092
69,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,993
69,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,984
69,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,957
69,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1349
69,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,939
69,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,759
69,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,926
69,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,1097
69,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,2790
70,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,705
70,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,773
70,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,782
70,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,1160
70,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,750
70,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,903
70,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,791
70,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,872
70,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,840
70,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,1133
70,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,831
70,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,827
70,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,759
70,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,723
70,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zork...Zort...Zort,0,1209
70,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,800
70,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,682
70,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,1056
70,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,827
70,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,637
70,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,813
70,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,1016
70,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,1047
70,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,672
71,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,782
71,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,737
71,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,786
71,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,700
71,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,687
71,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,709
71,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,687
71,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,768
71,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,1043
71,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,759
71,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,741
71,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,740
71,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,601
71,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,651
71,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,723
71,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,786
71,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,786
71,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,773
71,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1137
71,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,831
71,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,782
71,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,696
71,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,714
71,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,808
